category,table,column,kind,dtype,m_data_type,m_unit,m_null_meaning,m_description,has_metadata,all_null,dtype_mismatch,n_rows,example,min,max,mean,median,mode,std,distinct,nulls,null_pct,zeros,negatives
Danskvand,dim_product,sparkling_and_mineral_water,text,object,string,N/A,,"Top-level classification for the water dataset, distinguishing sparkling water from mineral water. Equivalent to a 'category' label in this dataset.",True,False,False,1071,DANSKVAND OG KILDEVAND,DANSKVAND OG KILDEVAND,DANSKVAND OG KILDEVAND,22.0 chars,22 chars,DANSKVAND OG KILDEVAND,"1,071x",1,0,0.0,,
Danskvand,dim_product,corporation_ru_1,text,object,string,N/A,,"Top-level corporate grouping. Groups brands under their parent corporation as defined by RU/Nielsen (e.g. groups 'PEPSI', 'FAXE KONDI' under 'PEPSI COLA INT.'). Same concept as corporation_ru (beer) and corporation_1 (energidrikke/RTD) — naming inconsistency to be standardized. NULL at aggregate levels.",True,False,False,1071,ANDRE LEVERANDØRER,HARBOE,PRIVATE LABEL EKSKL. CL,14.5 chars,18 chars,ANDRE LEVERANDØRER,328x,8,0,0.0,,
Danskvand,dim_product,manufacturer,text,object,string,N/A,,Manufacturer of the product as classified by Nielsen. One level below the corporation grouping in the standard Nielsen product hierarchy.,True,False,False,1071,THOMSEN WATER COMPAGNY,LIDL,AGUARELA DO MUNDO AGUAS DE NASCENTE,15.5 chars,13 chars,AQUA D'OR MINERAL WATER A/S,230x,46,0,0.0,,
Danskvand,dim_product,brand,text,object,string,N/A,,Brand name as classified by Nielsen. The brand level sits below manufacturer and above sub-brand / variant in the product hierarchy.,True,False,False,1071,ACTIVE 02,THY,CARLSBERG KURVAND,8.7 chars,9 chars,AQUA D'OR,220x,57,0,0.0,,
Danskvand,dim_product,sub_product_class,text,object,string,N/A,,Sub-classification within the broader product class. Category-specific intermediate level between class and brand/segment.,True,False,False,1071,KILDEVAND,KILDEVAND,BOTTLE WATER,10.7 chars,12 chars,BOTTLE WATER,500x,4,0,0.0,,
Danskvand,dim_product,item,text,object,string,N/A,,"Item description — the canonical Nielsen item label, typically combining brand + variant + size + packaging.",True,False,False,1071,ACTIVE O2 PEACH SP. CAP 50 CL,PERRIER 1 L,SAN PELLEGRINO ESSENZA BLOOD ORANGE & BLACK RASPBERRY 50 CL,32.5 chars,33 chars,HANCOCK APOLLINARIS 25 CL,12x,453,0,0.0,,
Danskvand,dim_product,upc,text,object,string,N/A,,Universal Product Code / barcode of the SKU. Lowest level of the product hierarchy (one row per UPC).,True,False,False,1071,4005906005193,200192540413,5712874247270BP3,12.8 chars,13 chars,0000057109503,3x,576,0,0.0,,
Danskvand,dim_product,product_type,text,object,string,N/A,,Product type classification within the category. Category-specific values.,True,False,False,1071,KILDEVAND M/SMAG,KILDEVAND M/SMAG,MINERAL WATER WITHOUT TASTE,19.1 chars,16 chars,DANSKVAND M/SMAG,368x,8,0,0.0,,
Danskvand,dim_product,price_category,text,object,string,N/A,,"Nielsen price tier classification (e.g. 'PREMIUM', 'STANDARD', 'ECONOMY'). Groups products by relative price positioning within the category.",True,False,False,1071,MÆRKEVARE,MÆRKEVARE,CHEEP LEMONADE,10.0 chars,10 chars,MAERKEVARE,528x,4,0,0.0,,
Danskvand,dim_product,flavor,text,object,string,N/A,,"Flavor variant of the product (e.g. 'CITRUS', 'BERRY', 'COLA'). Category-specific values.",True,False,False,1071,ØVRIG SMAG,CITRUS,WITHOUT FLAVOUR,10.2 chars,9 chars,UDEN SMAG,310x,5,0,0.0,,
Danskvand,dim_product,flavor_natural_indicator,text,object,string,N/A,,Combined flavor + natural-flavor indicator. Identifies whether the flavoring is natural and what the flavor profile is.,True,False,False,1071,FLAVOR,FLAVOR,NATURAL,6.4 chars,6 chars,FLAVOR,593x,2,0,0.0,,
Danskvand,dim_product,private_label_water,text,object,string,N/A,,Flag indicating whether the sparkling/mineral water product is a retailer private label rather than a branded manufacturer product.,True,False,False,1071,OTHER,OTHER,PRIVATE LABEL KILDEVAND,6.7 chars,5 chars,OTHER,969x,3,0,0.0,,
Danskvand,dim_product,packaging,text,object,string,N/A,,"Packaging description for the product (e.g. 'CAN', 'PET', 'GLASS'). Captures the primary container type.",True,False,False,1071,PLAST,PAP,CARDBOARD,5.3 chars,5 chars,PLAST,512x,8,0,0.0,,
Danskvand,dim_product,rub_sweet_water,text,object,string,N/A,,Royal Unibrew internal grouping for sweetened/flavored water products (RUB = Royal Unibrew internal). Used to distinguish flavored from plain still/sparkling water.,True,False,False,1071,REGULAR WATER,SWEET WATER,REGULAR WATER,12.5 chars,13 chars,REGULAR WATER,780x,2,0,0.0,,
Danskvand,dim_product,units,text,object,string,N/A,,"Number of consumer units per multipack (e.g. '1', '6', '24'). Stored as text.",True,False,False,1071,X1,X1,X12,2.1 chars,2 chars,X1,798x,12,0,0.0,,
Danskvand,dim_product,size_variants,text,object,string,N/A,,"Product size variant description (e.g. '33CL', '50CL', '6X33CL'). Only populated at lower hierarchy levels (variant / packaging / UPC); NULL at aggregate levels like brand or manufacturer.",True,False,False,1071,50 CL,2 L,ANDRE FLASKESTØRRELSER,5.6 chars,5 chars,50 CL,373x,12,0,0.0,,
Danskvand,dim_product,organic_indicator,text,object,string,N/A,,Flag indicating whether the product is certified organic. Values are typically 'YES'/'NO' or category-specific labels.,True,False,False,1071,IKKE ØKOLOGISK,ECOLOGY,IKKE ØKOLOGISK,12.9 chars,14 chars,IKKE ØKOLOGISK,691x,4,0,0.0,,
Danskvand,dim_product,private_label,text,object,string,N/A,,"Flag indicating whether the product is a retailer private label (e.g. Coop's 365, REMA 1000 own brand) versus a branded manufacturer product.",True,False,False,1071,NON PRIVATE LABEL,PRIVATE LABEL,NON PRIVATE LABEL,16.6 chars,17 chars,NON PRIVATE LABEL,969x,2,0,0.0,,
Danskvand,dim_product,controlled_label,text,float64,string,N/A,,Flag indicating whether the product is a controlled label — a brand owned by a retailer but marketed under a distinct name (between private label and full national brand).,True,True,False,1071,,,,,,,,0,"1,071",100.0,,
Danskvand,dim_product,product_hierarchy_number,numeric,int64,string,N/A,NULL = hierarchy metadata not populated,Dedup key within a hierarchy level. At level 1 (category) there are typically multiple rows representing different total cuts of the category — ALWAYS filter to product_hierarchy_number = '1' for the canonical category total. At other levels typically '1'. Never NULL.,True,False,True,1071,1,1,1,1,1,1,0,1,0,0.0,0,0
Danskvand,dim_product,product_hierarchy_level,numeric,int64,string,N/A,NULL = hierarchy metadata not populated,"Depth level of the product in the hierarchy. Level 1 = category total, Level 2 = manufacturer/corporation, Level 3 = brand, ... Level 10 = individual UPC/SKU. CRITICAL for avoiding double-counting: never sum metrics across hierarchy levels. Never NULL.",True,False,True,1071,7,7,7,7,7,7,0,1,0,0.0,0,0
Danskvand,dim_product,product_hierarchy_level_name,text,object,string,N/A,NULL = hierarchy metadata not populated,"Human-readable name of the hierarchy level. Values vary by category: CSD uses 'CSD', 'MANUFACTURER', 'BRAND', 'RU SUBBRAND', 'RU VARIANT', 'UPC'. Beer uses similar labels. Use this column to filter to the desired aggregation level (e.g. WHERE product_hierarchy_level_name = 'BRAND'). Never NULL.",True,False,False,1071,UPC,UPC,UPC,3.0 chars,3 chars,UPC,"1,071x",1,0,0.0,,
Danskvand,dim_product,rub_total_brands,text,object,string,N/A,,Royal Unibrew internal grouping aggregating brand totals (water dataset). Used to roll up RU-relevant brands for internal reporting.,True,False,False,1071,OTHERS,LIDL,EGEKILDE CARBONATED EXCL. FRUITS,9.2 chars,6 chars,OTHERS,854x,10,0,0.0,,
Danskvand,dim_period,period_id,numeric,int64,string,N/A,not nullable,Foreign key to the Period dimension. Joins facts to period metadata. Never NULL.,True,False,True,41,46903,39522,46904,4.162e+04,40697,39522,2226,41,0,0.0,0,0
Danskvand,dim_period,period_short_description,text,object,string,N/A,,Nielsen's original short label for the period as delivered (e.g. 'Jan 26'). Raw value preserved from Nielsen delivery.,True,False,False,41,Mar 26 - 5 w/e 29/03/26,Mar 26 - 5 w/e 29/03/26,Mar 26 - 5 w/e 29/03/26,23.0 chars,23 chars,Apr 23 - 4 w/e 30/04/23,1x,41,0,0.0,,
Danskvand,dim_period,period_long_description,text,object,string,N/A,,Nielsen's original long label for the period as delivered. Human readable.,True,False,False,41,Mar 26 - 5 w/e 29/03/26,Mar 26 - 5 w/e 29/03/26,Mar 26 - 5 w/e 29/03/26,23.0 chars,23 chars,Apr 23 - 4 w/e 30/04/23,1x,41,0,0.0,,
Danskvand,dim_period,period_end_date,text,object,date,N/A,not nullable,The last calendar day of the measurement period. Nielsen Denmark uses monthly periods built on a 4-4-5 week pattern. Use this column for time-series ordering and chart axes.,True,False,False,41,2026-03-29,2026-03-29,2026-03-29,10.0 chars,10 chars,2023-04-02,1x,41,0,0.0,,
Danskvand,dim_period,nielsen_calendar,text,object,string,N/A,,Nielsen calendar identifier (e.g. monthly calendar). Indicates which Nielsen periodicity calendar this period belongs to.,True,False,False,41,12F_445,12F_445,12F_445,7.0 chars,7 chars,12F_445,41x,1,0,0.0,,
Danskvand,dim_period,nielsen_periodicity,text,object,string,N/A,,Periodicity label / display folder used by Nielsen to group periods (e.g. monthly). Used for organizing periods in delivery folders.,True,False,False,41,Months,Months,Months,6.0 chars,6 chars,Months,41x,1,0,0.0,,
Danskvand,dim_period,period_year,numeric,int64,int,years,not nullable,"Calendar year (integer, e.g. 2026) when the DANSKVAND facts row was generated. Derived from period_end_date.",True,False,False,41,2026,2023,2026,2024,2024,2024,1.046,4,0,0.0,0,0
Danskvand,dim_period,period_month,numeric,int64,int,months,not nullable,Calendar month number 1-12 when the DANSKVAND facts row was generated.,True,False,False,41,3,1,12,6.317,6,3,3.35,12,0,0.0,0,0
Danskvand,dim_period,date_key,text,object,string,N/A,not nullable,Combination of month and year as a single label (e.g. 'January 2026') for the DANSKVAND facts row.,True,False,False,41,March 2026,May 2026,September 2023,10.9 chars,11 chars,April 2023,1x,41,0,0.0,,
Danskvand,dim_market,market_id,numeric,int64,string,N/A,not nullable,Foreign key to the Market dimension. Joins facts to market metadata. Never NULL.,True,False,True,86,2195816,1255956,2195818,1.422e+06,1262121,1255956,2.468e+05,86,0,0.0,0,0
Danskvand,dim_market,market_description,text,object,string,N/A,,"Human-readable name of the Nielsen market (retail chain, channel, or aggregate universe), e.g. 'DVH INCL. HD', 'COOP DK', 'Lidl'. Used for display and filtering.",True,False,False,86,FØTEX FOOD,Q8,DVH EXCL. HD - REGION 2: ZEALAND EXCL. CAPITAL AREA,23.0 chars,20 chars,7-ELEVEN,1x,86,0,0.0,,
Danskvand,dim_market,market_hierarchy_level,text,float64,string,N/A,NULL = hierarchy metadata not populated,Depth level of this market in Nielsen's Denmark retail hierarchy tree. Level 1 = top aggregate (e.g. DVH INCL. HD); higher numbers = more granular (individual chains/banners). Used to define parent-child relationships between markets. NOTE: currently observed to be NULL across the data — this is a known issue under investigation.,True,True,False,86,,,,,,,,0,86,100.0,,
Danskvand,dim_market,market_hierarchy_number,text,float64,string,N/A,NULL = hierarchy metadata not populated,Numeric identifier for the market's position within its hierarchy level. Combined with market_hierarchy_level to define the market tree. NOTE: currently observed NULL — known issue under investigation.,True,True,False,86,,,,,,,,0,86,100.0,,
Danskvand,dim_market,market_hierarchy_name,text,float64,string,N/A,NULL = hierarchy metadata not populated,"Human-readable name of the hierarchy level (e.g. 'Total Grocery', 'Retail Chain', 'Channel'). NOTE: currently observed NULL — known issue under investigation.",True,True,False,86,,,,,,,,0,86,100.0,,
Danskvand,dim_market,market_hierarchy_column,text,float64,string,N/A,NULL = hierarchy metadata not populated,"Internal Nielsen reference indicating which hierarchy column this market belongs to. Technical metadata, not for end-user display. NOTE: currently observed NULL — known issue under investigation.",True,True,False,86,,,,,,,,0,86,100.0,,
Energidrikke,facts,market_id,numeric,int64,string,N/A,not nullable,Foreign key to the Market dimension. Joins facts to market metadata. Never NULL.,True,False,True,3476121,1262120,1255956,2195818,1.414e+06,1262129,1262102,2.227e+05,86,0,0.0,0,0
Energidrikke,facts,period_id,numeric,int64,string,N/A,not nullable,Foreign key to the Period dimension. Joins facts to period metadata. Never NULL.,True,False,True,3476121,40700,38955,46904,4.162e+04,40697,46613,2302,43,0,0.0,0,0
Energidrikke,facts,product_id,numeric,int64,string,N/A,not nullable,Foreign key to the Product dimension. Joins facts to product metadata. Never NULL.,True,False,True,3476121,194631,1,195730,2.031e+04,1831,575,4.987e+04,"4,729",0,0.0,0,0
Energidrikke,facts,sales_value,numeric,float64,double,DKK,,Total sales out of store expressed in Danish Krone (DKK). Consumer retail price including VAT (point-of-sale scanner data). This is the TOTAL — promo + non-promo combined. NULL = no data for this market/product/period combination.,True,False,False,3476121,2676.29,-1990,2.912e+08,1.274e+06,1.824e+04,0,8.495e+06,"865,212",0,0.0,"134,404",712
Energidrikke,facts,sales_in_liters,numeric,float64,double,liters,,Total sales out of store expressed in litres. Includes both promo and non-promo volume. NULL = no data for this combination.,True,False,False,3476121,101.5,-60,9.463e+06,4.001e+04,632.5,0,2.736e+05,"594,506",0,0.0,"134,277",691
Energidrikke,facts,sales_units,numeric,float64,double,units,,Total sales out of store expressed in consumer purchase units (individual packs / bottles / cans as scanned at checkout). Includes both promo and non-promo. NULL = no data.,True,False,False,3476121,203.0,-240,1.978e+07,8.724e+04,1258,0,6.008e+05,"495,708",0,0.0,"134,279",689
Energidrikke,facts,sales_value_any_promo,numeric,float64,double,DKK,,"Value of sales (DKK) made on any type of promotion (TPR, display, feature, or any combination). Subset of sales_value: total = promo + non-promo. NOT applicable in Total Market incl Hard Discount (Lidl is cash-slip only). A small number of fact rows show promo slightly exceeding total due to rounding (<1,000 DKK); cap with MIN(promo, total) when displaying. NULL = promo not tracked for this combination.",True,False,False,3476121,333.18,-4952,1.132e+08,8.3e+05,1.168e+04,0,4.813e+06,"176,326","2,640,831",76.0,"200,514",35
Energidrikke,facts,sales_in_liters_any_promo,numeric,float64,double,liters,,Volume in litres sold on any type of promotion. Subset of sales_in_liters. NULL = promo not tracked. Not applicable in Total Market incl Hard Discount.,True,False,False,3476121,14.0,-1846,4.254e+06,2.891e+04,449.5,0,1.699e+05,"170,455","2,640,831",76.0,"200,545",56
Energidrikke,facts,sales_units_any_promo,numeric,float64,double,units,,Units sold on any type of promotion. Subset of sales_units. NULL = promo not tracked. Not applicable in Total Market incl Hard Discount.,True,False,False,3476121,28.0,-3249,8.601e+06,6.363e+04,936.4,0,3.756e+05,"169,105","2,640,831",76.0,"200,545",56
Energidrikke,facts,sales_units_any_tpr,numeric,float64,double,units,,Units sold specifically on Temporary Price Reduction (TPR). TPR is a subset of 'any promo'. NULL = TPR not tracked.,True,False,False,3476121,28.0,-6511,6.456e+06,4.168e+04,453.7,0,2.497e+05,"154,734","2,640,831",76.0,"252,766",94
Energidrikke,facts,numeric_distribution,numeric,float64,double,fraction (0-1),,"Average WEEKLY percentage of stores where the product was sold for the chosen period, stored as a fraction 0-1 (multiply by 100 for %). Measures physical availability regardless of store size. Example: 0.45 means the product was sold in 45% of stores on average per week. NULL = not measured (e.g. aggregate product hierarchy levels, or cash-slip markets like Lidl).",True,False,False,3476121,0.0028,5.2e-05,1,0.3465,0.2,1,0.3559,"543,358","339,223",9.8,0,0
Energidrikke,facts,numeric_distribution_reach,numeric,float64,double,fraction (0-1),,"Percentage of stores that sold the selected product at ANY point during the entire selected period (not weekly average), stored as a fraction 0-1. Higher than numeric_distribution because a store only needs to sell once in the period to count. NULL = not measured.",True,False,False,3476121,0.0028,0,1,0.3918,0.266,1,0.3732,"421,698","216,256",6.2,"122,967",0
Energidrikke,facts,weighted_distribution,numeric,float64,double,fraction (0-1),,"Average WEEKLY percentage of total CATEGORY TURNOVER (value sales) accounted for by stores that sold the selected product, ACV-weighted (All Commodity Volume). Stored as a fraction 0-1. Example: 0.85 = stores carrying this product represent 85% of category sales. More meaningful than numeric distribution because it weights by store importance. NOT additive across products. ~16.7% of CSD fact rows are NULL (aggregate levels, cash-slip markets like Lidl, or new products mid-period).",True,False,False,3476121,0.0007,0,1.011,0.3899,0.2698,1,0.3696,"488,815","339,469",9.8,2,0
Energidrikke,facts,weighted_distribution_reach,numeric,float64,double,fraction (0-1),,"Percentage of total category turnover accounted for by stores that sold the selected product at ANY point during the entire period, stored as a fraction 0-1. Reach version: any single sale in the period qualifies the store. Always >= weighted_distribution. NULL = not measured.",True,False,False,3476121,0.0007,0,1.007,0.4487,0.3724,1,0.3821,"495,614","339,571",9.8,2,0
Energidrikke,facts,total_weighted_distribution_points_tdp_reach,numeric,float64,double,decimal (0+),,Total Distribution Points (TDP). Sum of weighted distribution across all items within a brand/product group that were sold at any point during the period (reach). Measures BREADTH of assortment weighted by store importance. Example: a brand with 5 SKUs each at 0.80 weighted-distribution-reach has TDP ~4.0. NOT a percentage and NOT bounded by 1 — do NOT multiply by 100. NULL = not measured.,True,False,False,3476121,0.0007,0,148.8,3.502,0.4023,1,12.94,"729,893","339,496",9.8,2,0
Energidrikke,facts,number_of_items_reach,numeric,float64,double,items,,"Number of distinct UPC items (SKUs) within the selected product group that were sold at any point during the period (reach). Measures assortment BREADTH. Only meaningful at aggregate product levels (brand, manufacturer); NULL at the UPC level.",True,False,False,3476121,2.0,0.4636,2.47e+05,1280,67,1,7868,"295,797","315,259",9.1,0,0
Energidrikke,facts,avg_number_of_stores_selling_reach,numeric,float64,double,stores,,Average number of stores in the universe that sold the product at any point during the period. Reach-based: a store counts if it sold at least once. Compare against universe_number_of_stores to derive % distribution.,True,False,False,3476121,2.0,0,3828,164.8,54,1,328.3,"199,301","190,150",5.5,"125,109",0
Energidrikke,facts,universe_number_of_stores,numeric,float64,double,stores,,"Total number of physical stores in the selected market universe. Market-level attribute, NOT product-specific — same value for all products within a given market. NULL = not available for this market.",True,False,False,3476121,715.0,1,4002,638.7,339.2,18,857.5,"1,816","1,016",0.0,0,0
Energidrikke,facts,avg_no_of_items_per_store_reach,numeric,float64,double,items,,"Average number of items (SKUs) a brand/manufacturer/segment has per store, computed across stores that carry at least one item. Measures DEPTH of assortment per store.",True,False,False,3476121,1.0,0.5277,148,3.772,1,1,11.44,"134,040","315,259",9.1,0,0
Energidrikke,facts,weighted_distribution_any_promo,numeric,float64,double,fraction (0-1),,Percentage of category turnover (fraction 0-1) accounted for by stores that sold the product ON PROMOTION in the period. Subset of weighted_distribution. NULL = promo not tracked. Not applicable in Total Market incl Hard Discount.,True,False,False,3476121,0.0001,4e-06,1.011,0.3463,0.2451,1,0.3222,"161,043","2,841,301",81.7,0,0
Energidrikke,facts,weighted_distribution_disp_feat,numeric,float64,double,fraction (0-1),,Percentage of category turnover (fraction 0-1) accounted for by stores that sold the product with BOTH display AND feature (in-store flyer/ad) simultaneously. The strongest promotional signal. NULL = not tracked.,True,False,False,3476121,0.2863,3e-06,0.9954,0.1442,0.059,0.06494,0.202,"66,309","3,223,699",92.7,0,0
Energidrikke,facts,weighted_distribution_disp_wo_feat,numeric,float64,double,fraction (0-1),,Percentage of category turnover (fraction 0-1) accounted for by stores that sold the product with display only (without accompanying feature advertising). NULL = not tracked.,True,False,False,3476121,0.0773,6e-06,1,0.1789,0.08072,1,0.2435,"137,646","2,932,149",84.4,0,0
Energidrikke,facts,weighted_distribution_feat_wo_disp,numeric,float64,double,fraction (0-1),,Percentage of category turnover (fraction 0-1) accounted for by stores that sold the product with feature/flyer only (without accompanying secondary display). NULL = not tracked.,True,False,False,3476121,0.9545,9e-06,1,0.2488,0.1536,1,0.2677,"79,659","3,182,346",91.5,0,0
Energidrikke,facts,weighted_distribution_total_feat,numeric,float64,double,fraction (0-1),,Percentage of category turnover (fraction 0-1) accounted for by stores that promoted the product with any in-store FEATURE/FLYER (with or without accompanying display). NULL = not tracked.,True,False,False,3476121,0.9545,9e-06,1.005,0.2955,0.2039,1,0.283,"75,692","3,181,000",91.5,0,0
Energidrikke,facts,weighted_distribution_any_disp,numeric,float64,double,fraction (0-1),,"Percentage of category turnover (fraction 0-1) accounted for by stores that sold the product on ANY secondary display (endcap, floor stand, dump bin, pallet, etc.) in the period. NULL = display not tracked.",True,False,False,3476121,0.0773,6e-06,1,0.2031,0.09833,1,0.2579,"141,736","2,924,530",84.1,0,0
Energidrikke,facts,weighted_distribution_any_tpr,numeric,float64,double,fraction (0-1),,Percentage of category turnover (fraction 0-1) accounted for by stores that sold the product on Temporary Price Reduction (TPR) in the period. TPR = any price cut from regular shelf price. Subset of promotional distribution. NULL = TPR not tracked.,True,False,False,3476121,0.0001,2e-06,1.011,0.292,0.1743,1,0.3078,"145,873","2,893,640",83.2,0,0
Energidrikke,facts,baseline_sales_value,numeric,float64,double,DKK,,"Modeled value sales (DKK) that would have occurred in the absence of any promotions, calculated using Nielsen's proprietary baseline model. Includes non-promoted actual sales plus estimated sales that would have happened without promo support. CAN exceed actual sales_value when promotions had a negative incremental effect. Relationship: incremental_value = sales_value - baseline_sales_value. NULL = baseline not modeled for this combination (e.g. promo not tracked in this market).",True,False,False,3476121,2571.8855,0,6.912e+08,1.422e+06,2.441e+04,0,1.128e+07,"223,905","2,640,831",76.0,"2,158",0
Energidrikke,facts,baseline_sales_in_liters,numeric,float64,double,liters,,Modeled volume in litres that would have occurred without promotions. Same baseline-model logic as baseline_sales_value. NULL = not modeled.,True,False,False,3476121,100.2905,0,5.69e+06,4.291e+04,815.4,0.5,2.559e+05,"214,997","2,640,831",76.0,"2,072",0
Energidrikke,facts,baseline_sales_units,numeric,float64,double,units,,Modeled units that would have occurred without promotions. NULL = not modeled.,True,False,False,3476121,200.581,0,1.134e+07,8.894e+04,1667,1,5.344e+05,"213,573","2,640,831",76.0,"2,072",0
Energidrikke,facts,baseline_sales_value_any_promo,numeric,float64,double,DKK,,Baseline value sales (DKK) attributed specifically to the promoted portion. Used together with sales_value_any_promo to calculate promotional efficiency (PEI = Promotional Efficiency Index). NULL = not modeled.,True,False,False,3476121,373.2867,0,7.368e+07,5.471e+05,6309,0,3.177e+06,"174,077","2,640,831",76.0,"215,111",0
Energidrikke,facts,baseline_sales_in_liters_any_promo,numeric,float64,double,liters,,Baseline volume in litres for the promoted portion. NULL = not modeled.,True,False,False,3476121,14.2669,0,2.472e+06,1.654e+04,203.9,0,9.738e+04,"173,182","2,640,831",76.0,"215,125",0
Energidrikke,facts,baseline_sales_units_any_promo,numeric,float64,double,units,,Baseline units for the promoted portion. NULL = not modeled.,True,False,False,3476121,28.5337,0,5.026e+06,3.663e+04,422.9,0,2.157e+05,"173,614","2,640,831",76.0,"215,125",0
Energidrikke,dim_product,product_id,numeric,int64,string,N/A,not nullable,Foreign key to the Product dimension. Joins facts to product metadata. Never NULL.,True,False,True,1271,2010,9,195720,8.104e+04,56409,9,8.181e+04,"1,271",0,0.0,0,0
Energidrikke,dim_product,category,text,object,string,N/A,,Top-level category label for this dataset: 'Energy Drinks + Vitamin Drinks + Sports Drinks'. All rows in this dataset roll up to this combined category at hierarchy level 1.,True,False,False,1271,ENERGIDRIKKE + VITAMINDRIKKE + SPORTSDRIK,ENERGIDRIKKE + VITAMINDRIKKE + SPORTSDRIK,ENERGIDRIKKE + VITAMINDRIKKE + SPORTSDRIK,41.0 chars,41 chars,ENERGIDRIKKE + VITAMINDRIKKE + SPORTSDRIK,"1,271x",1,0,0.0,,
Energidrikke,dim_product,segment,text,object,string,N/A,,"Product segment classification within the category. Hierarchically broader than subsegment. Examples: beer ('PILSNER', 'STOUT', 'WHEAT BEER'); energy drinks ('ENERGY DRINKS', 'VITAMIN DRINKS').",True,False,False,1271,ENERGIDRIK,ENERGIDRIK,VITAMIN DRINK,10.9 chars,10 chars,ENERGIDRIK,621x,5,0,0.0,,
Energidrikke,dim_product,corporation_1,text,object,string,N/A,,Top-level corporate grouping (energidrikke/RTD datasets). Same concept as corporation_ru_1 (CSD) and corporation_ru (beer) — naming inconsistency. NULL at aggregate levels.,True,False,False,1271,CARLSBERG,LIDL,OLGERDIN EGILL SKALLAGRIMSSON,12.0 chars,12 chars,ROYAL UNIBREW,285x,51,0,0.0,,
Energidrikke,dim_product,brand,text,object,string,N/A,,Brand name as classified by Nielsen. The brand level sits below manufacturer and above sub-brand / variant in the product hierarchy.,True,False,False,1271,MONSTER ENERGY,HI,FAXE KONDI BOOSTER,10.1 chars,8 chars,RED BULL,209x,76,0,0.0,,
Energidrikke,dim_product,subbrands,text,object,string,N/A,,Sub-brand grouping below brand in the product hierarchy. Distinguishes brand extensions and line variants.,True,False,False,1271,MONSTER ENERGY,NA,BOOSTER MOKKA DOUBLE ESPRESSO,15.7 chars,16 chars,RED BULL EDITION,101x,186,0,0.0,,
Energidrikke,dim_product,sugar_content,text,object,string,N/A,,"Sugar content classification for the product (e.g. 'REGULAR', 'SUGAR FREE', 'LOW SUGAR'). Energy drink dataset.",True,False,False,1271,ALM.,ALM.,ORDINARY.,5.4 chars,5 chars,LIGHT,537x,3,0,0.0,,
Energidrikke,dim_product,ru_variant,text,object,string,N/A,,Royal Unibrew internal variant grouping. Below sub-brand in the RU-defined product hierarchy. Distinguishes flavour/format/recipe variants within a sub-brand.,True,False,False,1271,MONSTER ENERGY ORIGINAL,NA,RED BULL THE SPRING EDITION WALSTRO & ROSÉGRAPEFRUGT,21.8 chars,21 chars,RED BULL ORIGINAL,58x,396,0,0.0,,
Energidrikke,dim_product,packaging,text,object,string,N/A,,"Packaging description for the product (e.g. 'CAN', 'PET', 'GLASS'). Captures the primary container type.",True,False,False,1271,MULTIPAK DÅSE (7+),ANDRE,1 STK 31-40 CL DÅSE,9.0 chars,5 chars,ANDRE,893x,3,0,0.0,,
Energidrikke,dim_product,item,text,object,string,N/A,,"Item description — the canonical Nielsen item label, typically combining brand + variant + size + packaging.",True,False,False,1271,MONSTER ENERGY DÅSE 24 STK 24*50 CL,XRAY DÅSE 250 ML,MONSTER ENERGY ULTRA ZERO STRAWBE. DREAMS DÅSE 4 STK 4*50 CL,37.0 chars,37 chars,RED BULL ENERGY DRINK 250 ML,15x,655,0,0.0,,
Energidrikke,dim_product,upc,text,object,string,N/A,,Universal Product Code / barcode of the SKU. Lowest level of the product hierarchy (one row per UPC).,True,False,False,1271,5060751215059,200207804062,0000025004328BP1,12.9 chars,13 chars,5060337502306,4x,791,0,0.0,,
Energidrikke,dim_product,ru_price_segment,text,object,string,N/A,,Royal Unibrew internal price segment classification. RU-defined price tier used for internal portfolio analysis.,True,False,False,1271,MÆRKEVARER,NA,BILLIGMÆRKER,10.1 chars,10 chars,MÆRKEVARER,"1,186x",3,0,0.0,,
Energidrikke,dim_product,rub_sizes,text,object,string,N/A,,Royal Unibrew internal size grouping (energy drinks). Buckets pack sizes into RU-defined ranges for portfolio analysis.,True,False,False,1271,41-60 CL,NA,41-60 CL,8.0 chars,8 chars,41-60 CL,717x,5,0,0.0,,
Energidrikke,dim_product,packaging_type,text,object,string,N/A,,"Packaging type classification (e.g. 'CAN', 'PET BOTTLE', 'GLASS BOTTLE'). Captures container material/format.",True,False,False,1271,DÅSE,DÅSE,ANDEN EMBALLAGETYPE,4.3 chars,4 chars,DÅSE,930x,4,0,0.0,,
Energidrikke,dim_product,quantity,text,object,string,N/A,,Quantity descriptor for the multipack (e.g. number of consumer units in the pack). Stored as text.,True,False,False,1271,24 STK,1 STK,OTHER UNITS,5.5 chars,5 chars,1 STK,694x,16,0,0.0,,
Energidrikke,dim_product,rub_flavor_variant,text,object,string,N/A,,Royal Unibrew flavor variant grouping (RUB = Royal Unibrew internal classification).,True,False,False,1271,ENERGI SMAG,NA,SPORTSDRIK SMAG,9.0 chars,8 chars,FLAVOURS,870x,8,0,0.0,,
